"","age","agekdbrn","coninc","nummen","numwomen","sibs","size","weekswrk","ADULTS","ATTEND","BABIES","CLASS","CLOSEBLK","CLOSEWHT","COMPREND","COURTS","DEGREE","EARNRS","FINALTER","FINRELA","FUND","HAPPY","HEALTH","INCOM16","MADEG","NATCHLD","NATENRGY","NATMASS","NATPARK","NATROAD","NATSCI","NATSOC","PADEG","PARTNERS","PARTNERS5","POLVIEWS","PRAY","PRETEEN","RANK","RELACTIV","RELITEN","RELPERSN","SATFIN","SATJOB","SEXFREQ","SPRTPRSN","TEENS","VETYEARS","aidscndm","aidslook","ballot","bible","born","cappun","condom","consent","coop","CSHUTYP10","dipged","dwelling","ethnum","evcrack","evpaidsx","evstray","famgen","family16","fear","feeused","gender1","god","hhrace","hivtest","hunt","mar1","mar2","matesex","mawrkgrw","mobile16","othlang","owngun","partfull","partyid","pawrkslf","phone","postlife","raclive","racopen","reborn","reg16","relate2","relatsex","res16","rplace","sex","sexornt","srcbelt","VOTE08","whoelse1","whoelse2","whoelse3","whoelse4","whoelse5","wksub","wksup","wrkgovt","xnorcsiz"
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"570",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WORD OF GOD",NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"separated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not vote",NA,NA,NA,"no",NA,"yes",NA,NA,NA
"571",65,NA,6651,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 LRGST SMSA'S",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTHER, MIXED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH ATLANTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA
"573",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High School diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black",NA,"neither",NA,NA,NA,NA,NA,NA,NA,"FULL-TIME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,2,NA,NA,NA,5,9,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"BALLOT C",NA,NA,NA,NA,NA,"FRIENDLY,INTERESTED",NA,NA,NA,NA,NA,"no",NA,"1 GEN",NA,NA,NA,NA,NA,"OTHER, MIXED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STRONG REPUBLICAN","SOMEONE ELSE",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ineligible",NA,"no",NA,NA,"no",NA,NA,"private",NA
"575",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ged",NA,NA,"no",NA,"NEVER MARRIED",NA,"MOTHER & FATHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAME CITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO, NO RELATIONSHIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"INSPIRED WORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,NA,NA,NA,NA,117,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cooperative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAMES 1",NA,NA,NA,"1 GEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FULL-TIME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA
"579",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,NA,"High School diploma",NA,NA,NA,NA,NA,NA,"MOTHER & FATHER",NA,NA,NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DETACHED 1-FAM HOUSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,"SELF-EMPLOYED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUBURB, 12 LRGST",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUBURB, LRG CITY"
"581",NA,NA,60967.5,NA,NA,3,NA,0,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOTHER & FATHER",NA,NA,"female",NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEAD OF HOUSEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA
"582",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAME CITY",NA,NA,NA,NA,"SOMEONE ELSE",NA,NA,"no",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,"High School diploma",NA,NA,NA,NA,NA,"2 GENS, PARENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,NA,NA,"no","YES, MONEY",NA,NA,"white",NA,NA,NA,NA,NA,NA,"SAME ST,DIF CITY",NA,NA,"FULL-TIME",NA,NA,NA,NA,NA,NA,NA,"W. SOU. CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"father",NA,NA,NA,NA,"white",NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","SOUTH ATLANTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Yes","Yes",NA,NA,NA,NA,"USED LAST TIME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"HEAD OF HOUSEHOLD",NA,"Heterosexual or straight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",47,NA,NA,0,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INSPIRED WORD",NA,NA,NA,NA,NA,NA,NA,"DETACHED 1-FAM HOUSE",NA,"no","no",NA,NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W. SOU. CENTRAL","spouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High School diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FULL-TIME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"INSPIRED WORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"no",NA,NA,NA,"CITY GT 250000"
"591",NA,NA,NA,NA,NA,NA,741,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WORD OF GOD",NA,NA,"NOT USED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CANT DISCRIMINATE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA
"592",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES, MONEY",NA,NA,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"favor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SELF-EMPLOYED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heterosexual or straight","SUBURB, 12 LRGST",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA
"594",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CANNOT CHOOSE 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W. SOU. CENTRAL",NA,NA,NA,NA,NA,NA,"SUBURB, 12 LRGST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIVING IN HOUSEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"no",NA,NA,"government",NA
"596",NA,NA,160742.21785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CANNOT NAME ANY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"married","no",NA,NA,NA,NA,"PART-TIME",NA,NA,"cellphone",NA,NA,NA,NA,"W. SOU. CENTRAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUBURB, LRG CITY"
"597",NA,20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,5,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ged",NA,NA,NA,NA,NA,NA,NA,NA,NA,"female",NA,NA,"No",NA,"widowed",NA,NA,NA,"DIFFERENT STATE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"no",NA,NA,NA,NA
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAME CITY","no",NA,NA,"STRONG DEMOCRAT",NA,"PHONE IN HOME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIVING IN HOUSEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOTHER & FATHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRIENDLY,INTERESTED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"BALLOT C",NA,NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"YES, IN RELATIONSHIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",NA,NA,NA,NA,NA,NA,61,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High School diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA
"607",81,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRIENDLY,INTERESTED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
