"","age","agekdbrn","coninc","nummen","numwomen","sibs","size","weekswrk","ADULTS","ATTEND","BABIES","CLASS","CLOSEBLK","CLOSEWHT","COMPREND","COURTS","DEGREE","EARNRS","FINALTER","FINRELA","FUND","HAPPY","HEALTH","INCOM16","MADEG","NATCHLD","NATENRGY","NATMASS","NATPARK","NATROAD","NATSCI","NATSOC","PADEG","PARTNERS","PARTNERS5","POLVIEWS","PRAY","PRETEEN","RANK","RELACTIV","RELITEN","RELPERSN","SATFIN","SATJOB","SEXFREQ","SPRTPRSN","TEENS","VETYEARS","aidscndm","aidslook","ballot","bible","born","cappun","condom","consent","coop","CSHUTYP10","dipged","dwelling","ethnum","evcrack","evpaidsx","evstray","famgen","family16","fear","feeused","gender1","god","hhrace","hivtest","hunt","mar1","mar2","matesex","mawrkgrw","mobile16","othlang","owngun","partfull","partyid","pawrkslf","phone","postlife","raclive","racopen","reborn","reg16","relate2","relatsex","res16","rplace","sex","sexornt","srcbelt","VOTE08","whoelse1","whoelse2","whoelse3","whoelse4","whoelse5","wksub","wksup","wrkgovt","xnorcsiz"
"687",47,NA,NA,1,NA,1,NA,25,2,8,0,3,5,5,3,2,5,3,3,3,2,2,3,5,NA,3,2,NA,2,1,2,NA,NA,2,NA,5,5,0,3,6,4,NA,NA,NA,NA,3,NA,1,NA,NA,"BALLOT C",NA,NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","no",NA,NA,NA,"MOTHER & FATHER","no","no","female",NA,"white","Yes",NA,"married","married","yes",NA,NA,NA,"yes","PART-TIME","NOT STR REPUBLICAN","SELF-EMPLOYED",NA,"yes",NA,"CANT DISCRIMINATE","no","E. NOR. CENTRAL","spouse","YES, IN RELATIONSHIP","COUNTRY,NONFARM","HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,NA,NA,NA,NA,"no","yes",NA,"private","CITY GT 250000"
"688",57,NA,40645,NA,NA,4,2099,NA,1,NA,NA,2,NA,NA,3,1,3,1,NA,NA,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,5,0,NA,1,4,NA,3,3,1,3,0,1,"Yes",NA,NA,"WORD OF GOD","yes",NA,NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","CHOOSES 1 OF 2+","no","no","NEVER MARRIED",NA,"father",NA,NA,"female","KNOW GOD EXISTS","white","Yes",NA,"NEVER MARRIED",NA,NA,NA,"DIFFERENT STATE","no",NA,"FULL-TIME",NA,NA,"cellphone",NA,NA,NA,"yes",NA,NA,"NO, NO RELATIONSHIP","50000 TO 250000",NA,NA,"Heterosexual or straight","12 LRGST SMSA'S",NA,"no","no","no","no","yes","yes","no","private","CITY GT 250000"
"689",67,NA,NA,NA,0,0,2099,0,2,8,NA,3,5,9,NA,NA,5,NA,1,3,NA,NA,NA,5,NA,2,2,2,3,2,2,NA,4,1,2,6,NA,0,4,NA,4,3,1,NA,NA,3,0,1,NA,NA,"BALLOT A","INSPIRED WORD",NA,"favor",NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,NA,"CANNOT CHOOSE 1",NA,"no","yes","1 GEN",NA,"no","no",NA,NA,NA,"No","neither","married",NA,NA,"yes","DIFFERENT STATE","no","no",NA,NA,"SOMEONE ELSE","PHONE IN HOME","yes","yes","OWNER DECIDES","yes","W. SOU. CENTRAL",NA,"YES, IN RELATIONSHIP","TOWN LT 50000","HEAD OF HOUSEHOLD","female","Heterosexual or straight","12 LRGST SMSA'S",NA,NA,"no","no","no","no",NA,NA,NA,"CITY GT 250000"
"690",65,NA,NA,100,70,NA,NA,52,1,1,0,3,8,8,3,NA,5,1,2,4,NA,3,3,2,NA,1,2,1,NA,1,NA,1,2,NA,NA,2,NA,0,NA,1,1,1,3,NA,4,4,0,1,NA,"Yes","BALLOT C",NA,"yes",NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,NA,"no","yes","1 GEN","father","no","YES, MONEY",NA,"BELIEVE BUT DOUBTS","white","Yes","neither",NA,NA,"yes",NA,"DIFFERENT STATE","yes","no","FULL-TIME","NOT STR DEMOCRAT",NA,"cellphone",NA,"yes","CANT DISCRIMINATE",NA,"foreign",NA,"NO, NO RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Bisexual","12 LRGST SMSA'S",NA,NA,"no","no",NA,"no",NA,"yes","private","CITY GT 250000"
"691",61,NA,24017.5,NA,NA,3,NA,50,NA,8,NA,NA,5,NA,3,2,NA,2,NA,NA,2,2,1,NA,1,NA,1,1,2,2,NA,2,NA,2,2,6,5,0,4,NA,2,3,1,3,2,3,0,1,NA,NA,NA,"INSPIRED WORD","yes","oppose","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,"no",NA,NA,"1 GEN","MOTHER & FATHER","yes","no","male",NA,"white","Yes","neither","married",NA,"yes","no","SAME CITY","no",NA,"PART-TIME","NOT STR REPUBLICAN",NA,"cellphone","yes","yes","CANT DISCRIMINATE","no",NA,"spouse",NA,"CITY GT 250000","spouse","female","Heterosexual or straight","12 LRGST SMSA'S","Voted","no",NA,NA,"no",NA,NA,NA,NA,"CITY GT 250000"
"692",36,NA,17551.25,1,0,6,2099,0,NA,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,3,2,NA,2,2,NA,1,2,NA,NA,3,2,NA,2,2,NA,5,2,NA,1,NA,3,2,NA,6,2,2,1,NA,"Yes","BALLOT B","WORD OF GOD","yes","favor","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"APARTMENT HOUSE","CANNOT CHOOSE 1",NA,"no","no","2 GENS, CHILDREN",NA,NA,"YES, MONEY",NA,"KNOW GOD EXISTS","white",NA,NA,NA,NA,"yes","yes","SAME ST,DIF CITY","no",NA,NA,"IND,NEAR REP",NA,NA,"yes","yes",NA,"yes","W. SOU. CENTRAL","spouse",NA,NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,"no","no",NA,NA,"no",NA,NA,NA,"CITY GT 250000"
"693",NA,NA,369.5,5,0,NA,2099,0,3,NA,NA,2,NA,NA,3,1,2,0,NA,3,NA,NA,NA,3,2,2,NA,NA,2,2,NA,3,NA,2,2,5,5,0,NA,NA,2,2,2,3,4,2,NA,1,"Yes","Yes","BALLOT B","INSPIRED WORD","yes","oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","ROW HOUSE","CHOOSES 1 OF 2+",NA,NA,"NEVER MARRIED","2 GENS, CHILDREN",NA,NA,NA,NA,NA,"white",NA,NA,"widowed","married","yes","yes","DIFFERENT STATE",NA,NA,NA,"OTHER PARTY",NA,"PHONE IN HOME",NA,"yes",NA,"no","MIDDLE ATLANTIC",NA,"YES, IN RELATIONSHIP","50000 TO 250000","child","female",NA,"12 LRGST SMSA'S",NA,"no","no","no",NA,NA,"yes",NA,NA,"CITY GT 250000"
"694",80,19,NA,NA,NA,2,2099,0,2,NA,0,NA,5,8,3,1,2,NA,NA,3,3,NA,NA,3,NA,1,1,NA,NA,NA,NA,1,1,2,2,NA,4,0,7,NA,NA,3,3,NA,3,NA,0,NA,NA,"No",NA,"INSPIRED WORD","yes","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"ged",NA,"NAMES 1","no",NA,"no",NA,NA,"no",NA,NA,"BELIEVE SOMETIMES","white","Yes","neither",NA,NA,NA,NA,"SAME CITY","no","yes",NA,NA,"SELF-EMPLOYED","PHONE IN HOME","yes",NA,NA,NA,"W. SOU. CENTRAL","spouse",NA,NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","12 LRGST SMSA'S",NA,"no",NA,"no","no",NA,"yes","yes",NA,"CITY GT 250000"
"695",26,NA,103460,4,0,0,94,52,2,1,0,2,NA,5,3,3,2,0,3,3,1,3,3,NA,2,NA,1,NA,1,2,NA,NA,NA,2,NA,NA,3,0,NA,1,NA,1,3,3,6,3,0,1,"Yes","Yes","BALLOT C","BOOK OF FABLES","yes","favor","NOT USED",NA,NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,NA,NA,"NEVER MARRIED","1 GEN","mother","no","YES, MONEY",NA,NA,"white","No","neither",NA,"NEVER MARRIED",NA,"yes",NA,NA,"yes",NA,"independent",NA,"cellphone",NA,NA,"neither","no","W. SOU. CENTRAL",NA,NA,"CITY GT 250000","NON-RELATIVE","female",NA,"12 LRGST SMSA'S","Did not vote",NA,NA,"yes","no","no",NA,"no",NA,"CITY,50-250000"
"696",NA,NA,NA,6,0,NA,NA,52,NA,8,NA,NA,5,5,3,NA,4,2,NA,NA,2,2,4,2,NA,2,3,2,2,2,2,1,NA,1,3,6,NA,0,7,3,4,NA,2,NA,NA,3,0,1,"Yes",NA,"BALLOT C",NA,"yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1",NA,"no","NEVER MARRIED",NA,"mother","no",NA,NA,NA,NA,NA,"resp","divorced","NEVER MARRIED",NA,NA,"SAME ST,DIF CITY","no","no",NA,"STRONG REPUBLICAN",NA,"cellphone","yes","yes","CANT DISCRIMINATE","no",NA,"child","YES, IN RELATIONSHIP","50000 TO 250000","child","female","Heterosexual or straight","12 LRGST SMSA'S","Voted","no","no","no",NA,"no",NA,"no","private","CITY,50-250000"
"697",NA,NA,NA,0,NA,2,NA,52,NA,NA,NA,NA,NA,NA,3,NA,4,2,3,4,2,2,NA,4,NA,NA,2,1,1,1,NA,3,NA,NA,2,6,NA,0,4,NA,4,4,NA,3,NA,3,0,1,"Yes","Yes",NA,NA,"yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,"no","no","no","1 GEN",NA,NA,NA,"female","KNOW GOD EXISTS",NA,"No",NA,"married","married","yes","no","DIFFERENT STATE","yes",NA,"FULL-TIME","STRONG REPUBLICAN","SELF-EMPLOYED","cellphone","yes",NA,NA,"yes","NEW ENGLAND","spouse","YES, IN RELATIONSHIP","TOWN LT 50000","spouse","male",NA,NA,NA,"no","no","no",NA,NA,"yes","no",NA,NA
"698",34,NA,49882.5,5,0,1,NA,52,1,NA,0,NA,5,5,3,2,4,NA,NA,3,1,2,NA,3,NA,NA,3,1,NA,1,2,1,NA,1,4,4,6,NA,NA,NA,3,3,2,NA,1,3,NA,1,NA,NA,"BALLOT A",NA,"yes",NA,"USED LAST TIME",NA,NA,NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,"no",NA,"NEVER MARRIED",NA,"MOTHER & FATHER",NA,NA,"female","BELIEVE BUT DOUBTS","white","No",NA,"NEVER MARRIED",NA,NA,"yes","SAME ST,DIF CITY","no","no","FULL-TIME","independent","SOMEONE ELSE","cellphone","yes",NA,NA,NA,NA,NA,"YES, IN RELATIONSHIP",NA,NA,"female","Heterosexual or straight",NA,"Voted","no","no","no","yes",NA,"yes",NA,NA,NA
"699",50,21,40645,4,0,3,94,0,2,NA,NA,2,NA,NA,NA,2,3,1,1,3,2,2,NA,3,1,2,NA,NA,2,1,2,NA,2,2,2,5,NA,NA,3,7,4,2,NA,1,NA,NA,0,1,"Yes","Yes","BALLOT B","WORD OF GOD","yes","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"CHOOSES 1 OF 2+","no","no","no","1 GEN","MOTHER & FATHER",NA,NA,"female","KNOW GOD EXISTS",NA,"Yes",NA,"married",NA,NA,"yes","SAME CITY",NA,NA,NA,NA,NA,"PHONE IN HOME",NA,"yes",NA,NA,"W. SOU. CENTRAL",NA,"YES, IN RELATIONSHIP","TOWN LT 50000","HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,"no","no",NA,NA,"no","yes","yes","private","CITY,50-250000"
"700",58,NA,NA,3,NA,3,94,0,2,NA,0,3,NA,NA,3,NA,3,0,3,3,2,NA,NA,3,1,2,2,2,2,2,2,2,NA,NA,2,6,NA,0,3,5,4,NA,NA,4,2,4,0,1,"Yes",NA,"BALLOT B","INSPIRED WORD","yes",NA,NA,NA,"FRIENDLY,INTERESTED",NA,"High School diploma",NA,NA,NA,NA,"no","1 GEN","MOTHER & FATHER",NA,"YES, MONEY","female",NA,NA,"No",NA,NA,"married",NA,NA,NA,NA,NA,NA,"IND,NEAR REP","SELF-EMPLOYED","cellphone","yes","no",NA,NA,NA,"spouse","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD",NA,"Heterosexual or straight",NA,NA,"no","no",NA,"no","no",NA,NA,"private","CITY,50-250000"
"701",NA,NA,49882.5,NA,NA,2,16,NA,1,NA,NA,2,7,7,NA,1,NA,NA,NA,NA,3,NA,4,3,NA,1,2,2,2,NA,2,NA,2,4,4,2,NA,0,NA,6,NA,4,3,4,NA,4,0,1,NA,"Yes","BALLOT C","WORD OF GOD","yes","oppose",NA,NA,NA,"LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1","no","no","NEVER MARRIED",NA,"father","no","YES, MONEY","male","KNOW GOD EXISTS","black","Yes","neither",NA,NA,NA,NA,NA,"yes",NA,NA,"STRONG DEMOCRAT",NA,"cellphone",NA,NA,"CANT DISCRIMINATE","yes",NA,NA,"NO, NO RELATIONSHIP","50000 TO 250000",NA,NA,"Gay, lesbian, or homosexual","SUBURB, 12 LRGST","Voted","no","no","no","no","no","yes",NA,"government",NA
"702",70,NA,8313.75,2,0,4,NA,0,NA,7,0,4,9,4,3,3,2,1,NA,1,3,1,2,2,NA,1,NA,1,2,NA,NA,1,NA,1,NA,4,6,NA,3,6,NA,4,1,NA,1,4,0,1,"Yes","Yes",NA,NA,"yes","oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"ged",NA,"CANNOT NAME ANY","no","no","yes","2 GENS, CHILDREN","mother","no","YES, MONEY",NA,NA,"black",NA,"neither","widowed",NA,NA,"yes","SAME ST,DIF CITY","no",NA,NA,NA,NA,"PHONE IN HOME","yes","no",NA,NA,"SOUTH ATLANTIC","child",NA,"BIG-CITY SUBURB","HEAD OF HOUSEHOLD","female",NA,"SUBURB, 12 LRGST",NA,"no","no","no",NA,"yes",NA,NA,"private","UNINC,LRG CITY"
"703",24,16,13856.25,6,NA,6,16,52,1,6,4,NA,NA,NA,NA,1,NA,1,1,1,3,3,NA,3,NA,2,NA,3,1,NA,NA,NA,NA,NA,6,5,NA,1,7,1,2,2,NA,3,4,3,0,NA,NA,"Yes","BALLOT B","WORD OF GOD","yes","oppose","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"APARTMENT HOUSE","CANNOT NAME ANY",NA,NA,NA,"2 GENS, CHILDREN","mother",NA,"YES, MONEY","female","KNOW GOD EXISTS","black","Yes",NA,"NEVER MARRIED",NA,NA,NA,"SAME ST,DIF CITY","no",NA,"PART-TIME","NOT STR DEMOCRAT",NA,"cellphone","yes","yes",NA,"yes","SOUTH ATLANTIC","child",NA,"50000 TO 250000","HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST","Did not vote","yes","no","no",NA,"no",NA,"no","private","UNINC,LRG CITY"
"704",40,18,NA,20,0,25,16,NA,1,3,0,2,9,5,2,1,2,1,1,1,NA,NA,3,NA,NA,1,1,3,2,3,1,1,1,5,6,4,NA,NA,5,3,2,3,1,4,NA,3,0,1,NA,"Yes",NA,"WORD OF GOD","yes","favor","USED LAST TIME",NA,"cooperative","LIVING IN HOUSEHOLD","High School diploma",NA,"CHOOSES 1 OF 2+","no","yes",NA,"2 GENS, CHILDREN","father","yes","YES, MONEY",NA,"KNOW GOD EXISTS","OTHER, MIXED",NA,"neither",NA,"NEVER MARRIED",NA,NA,NA,"no","no",NA,"NOT STR DEMOCRAT",NA,NA,"yes","yes","CANT DISCRIMINATE","yes","E. NOR. CENTRAL",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight","SUBURB, 12 LRGST",NA,"no","no","no","no","no","no",NA,"government",NA
"705",NA,34,49882.5,0,50,4,64,52,NA,NA,0,NA,NA,6,3,NA,3,1,1,4,NA,2,3,NA,NA,NA,2,3,2,NA,NA,NA,NA,2,4,NA,2,0,NA,NA,2,3,1,NA,6,NA,NA,NA,"Yes","Yes","BALLOT A","WORD OF GOD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,NA,"CANNOT CHOOSE 1","no",NA,"yes",NA,NA,"no",NA,"male","BELIEVE BUT DOUBTS","white","No",NA,NA,NA,"yes","yes","SAME CITY","no","yes",NA,"STRONG REPUBLICAN",NA,"cellphone","no","no",NA,"yes","SOUTH ATLANTIC","NON-RELATIVE","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","OTHER URBAN","Voted","no","no","no",NA,NA,"yes","yes",NA,"UNINC,LRG CITY"
"706",58,22,2586.5,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,1,1,NA,2,2,3,NA,NA,2,1,2,1,2,NA,NA,1,2,NA,NA,NA,4,5,0,6,NA,4,4,3,NA,NA,4,NA,NA,NA,NA,"BALLOT B","WORD OF GOD",NA,"favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,NA,NA,NA,NA,NA,NA,"no",NA,"KNOW GOD EXISTS",NA,NA,NA,"widowed",NA,NA,NA,"SAME ST,DIF CITY",NA,NA,NA,"IND,NEAR DEM",NA,"refused","yes",NA,NA,NA,"SOUTH ATLANTIC",NA,NA,"TOWN LT 50000",NA,NA,NA,"OTHER URBAN","Did not vote","no",NA,"no","no","no",NA,NA,"private","UNINC,LRG CITY"
"707",57,29,33255,NA,6,1,64,52,2,4,NA,2,8,NA,NA,1,NA,NA,2,NA,3,NA,3,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,2,5,5,0,6,1,2,3,3,3,NA,3,0,NA,"Yes","Yes","BALLOT A","WORD OF GOD","yes","favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1","no","no","no",NA,NA,NA,"YES, MONEY",NA,NA,"white",NA,"resp","married","married","yes",NA,"SAME CITY",NA,"yes","FULL-TIME","IND,NEAR DEM",NA,NA,"yes","yes",NA,"yes","SOUTH ATLANTIC","spouse","YES, IN RELATIONSHIP","TOWN LT 50000",NA,"male","Heterosexual or straight","OTHER URBAN","Voted","no","no","no",NA,"no","yes","no",NA,"UNINC,LRG CITY"
"708",NA,21,27712.5,0,200,NA,64,0,1,NA,0,NA,NA,NA,2,NA,NA,0,3,3,3,2,NA,3,1,2,NA,1,2,NA,1,1,1,1,1,6,NA,0,6,NA,2,3,3,NA,NA,2,0,NA,NA,NA,NA,"WORD OF GOD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","NAMES 1","no",NA,NA,"1 GEN",NA,NA,NA,"male","KNOW GOD EXISTS",NA,NA,NA,NA,NA,NA,"yes",NA,"no",NA,NA,NA,NA,"PHONE IN HOME","yes","yes",NA,"yes","SOUTH ATLANTIC",NA,"YES, IN RELATIONSHIP","COUNTRY,NONFARM","HEAD OF HOUSEHOLD","male",NA,"OTHER URBAN","Voted",NA,NA,"no",NA,"no",NA,NA,"private","UNINC,LRG CITY"
"709",NA,NA,73900,NA,6,1,64,NA,3,1,0,2,9,9,3,1,2,3,2,3,2,NA,NA,2,2,NA,NA,1,NA,NA,1,1,NA,2,NA,5,2,0,5,1,2,NA,NA,4,NA,NA,NA,1,"Yes","Yes","BALLOT C",NA,"yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","ged","DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","no","no","no","2 GENS, CHILDREN","mother","no","YES, MONEY",NA,"BELIEVE BUT DOUBTS","white","No","resp","married","married","yes",NA,"DIFFERENT STATE","no","yes","FULL-TIME","STRONG REPUBLICAN",NA,NA,NA,NA,"CANT DISCRIMINATE","no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","OTHER URBAN",NA,"no","no","yes",NA,"no",NA,NA,"government","UNINC,LRG CITY"
"710",30,NA,33255,NA,0,NA,64,52,2,3,0,2,NA,9,NA,NA,3,2,3,3,3,2,NA,2,2,1,NA,NA,2,NA,NA,1,NA,2,2,5,3,NA,5,1,2,2,1,3,NA,2,NA,1,NA,NA,"BALLOT A","INSPIRED WORD",NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,"no",NA,"no",NA,"mother","no","no","male","BELIEVE BUT DOUBTS","white",NA,"neither","married",NA,NA,"yes","SAME CITY",NA,NA,"PART-TIME","NOT STR REPUBLICAN",NA,"cellphone",NA,NA,"neither",NA,"SOUTH ATLANTIC","spouse",NA,NA,"spouse","female","Heterosexual or straight","OTHER URBAN","Voted",NA,NA,"no","no","no","yes","no",NA,"UNINC,LRG CITY"
"711",64,30,NA,NA,NA,7,NA,NA,3,5,NA,2,5,1,2,NA,1,NA,NA,2,2,NA,2,1,1,2,NA,2,2,NA,2,2,NA,NA,NA,4,5,0,1,1,2,2,2,1,NA,2,0,1,NA,NA,NA,NA,"no","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,NA,NA,NA,NA,NA,"2 GENS, CHILDREN","mother",NA,NA,"male",NA,"white",NA,NA,"married","married",NA,NA,"DIFFERENT STATE",NA,"no","PART-TIME","IND,NEAR DEM",NA,"PHONE IN HOME","no","no","OWNER DECIDES","no","foreign","spouse",NA,"TOWN LT 50000","spouse",NA,NA,"SUBURB, 12 LRGST","Ineligible","yes","no",NA,NA,NA,"yes",NA,"private","UNINC,LRG CITY"
"712",59,NA,33255,5,0,17,NA,43,4,NA,NA,NA,5,NA,2,NA,2,NA,1,NA,NA,NA,2,2,NA,1,NA,NA,1,NA,2,1,NA,2,2,7,NA,0,5,NA,4,4,2,1,NA,4,0,1,NA,"Yes","BALLOT A","WORD OF GOD",NA,"oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","ROW HOUSE",NA,NA,"no","no","2 GENS, CHILDREN","MOTHER & STPFATHER",NA,NA,"male","KNOW GOD EXISTS","white","Yes","neither","married","married",NA,NA,"DIFFERENT STATE","yes",NA,NA,"OTHER PARTY","SELF-EMPLOYED","cellphone",NA,"yes","CANT DISCRIMINATE",NA,"MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","CITY GT 250000","child",NA,"Heterosexual or straight",NA,"Did not vote","no","no",NA,"no","no","no","no",NA,"UNINC,LRG CITY"
"713",NA,27,NA,1,0,3,33,0,NA,1,NA,NA,6,6,2,NA,2,1,1,2,NA,1,NA,2,NA,2,3,2,2,2,3,2,1,NA,1,6,NA,0,5,1,2,3,3,NA,1,3,0,1,"Yes",NA,NA,"INSPIRED WORD","yes","favor","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","NAMES 1",NA,"no","no","2 GENS, CHILDREN","MOTHER & FATHER","yes","YES, OTHER (FLOWERS, FOOD, ETC.)",NA,"KNOW GOD EXISTS","white",NA,NA,"widowed",NA,NA,NA,"SAME ST,DIF CITY","no",NA,NA,"NOT STR REPUBLICAN","SELF-EMPLOYED","PHONE IN HOME",NA,"yes","OWNER DECIDES","yes","SOUTH ATLANTIC",NA,"YES, IN RELATIONSHIP","COUNTRY,NONFARM","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","SUBURB, 12 LRGST","Did not vote","no",NA,"no","no",NA,NA,NA,"private",NA
"714",61,NA,88680,NA,9,NA,33,49,2,8,0,3,9,8,3,1,4,2,2,3,2,NA,3,NA,2,NA,NA,1,2,NA,2,1,1,NA,NA,4,NA,0,NA,NA,NA,4,3,3,3,4,0,NA,NA,"Yes","BALLOT A","WORD OF GOD",NA,NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,NA,NA,"no","no","no","1 GEN","MOTHER & STPFATHER","no","no","male","KNOW GOD EXISTS",NA,"Yes","neither","married","married","yes","yes","DIFFERENT STATE","no","no","FULL-TIME","STRONG DEMOCRAT",NA,"PHONE IN HOME","yes",NA,"CANT DISCRIMINATE","yes","E. NOR. CENTRAL","spouse",NA,"CITY GT 250000","HEAD OF HOUSEHOLD","male","Heterosexual or straight","SUBURB, 12 LRGST",NA,"no","no",NA,NA,"no",NA,NA,"government","UNINC,LRG CITY"
"715",50,30,17551.25,1,1,6,33,52,2,NA,NA,2,NA,NA,2,NA,4,2,2,2,NA,3,NA,1,1,2,2,NA,1,2,2,1,NA,2,NA,5,6,0,8,8,4,NA,2,NA,NA,2,1,NA,NA,NA,NA,"INSPIRED WORD","no","oppose","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1","no","no","no","2 GENS, CHILDREN","mother",NA,"no",NA,"KNOW GOD EXISTS",NA,"No",NA,"married",NA,"yes","no",NA,"yes",NA,NA,"IND,NEAR DEM",NA,NA,NA,NA,NA,"no","foreign","spouse","NO, NO RELATIONSHIP","BIG-CITY SUBURB",NA,NA,NA,"SUBURB, 12 LRGST",NA,"no","no","no","no","no",NA,NA,"private","UNINC,LRG CITY"
"716",76,NA,20322.5,0,10,NA,33,0,1,NA,0,3,NA,NA,3,NA,5,NA,NA,3,NA,2,NA,3,2,2,NA,NA,2,2,2,2,2,2,2,4,6,0,2,8,4,NA,NA,NA,1,4,NA,1,"Yes",NA,NA,"INSPIRED WORD",NA,"oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1",NA,"yes","NEVER MARRIED",NA,"MOTHER & FATHER",NA,"YES, MONEY",NA,NA,"OTHER, MIXED","No",NA,"separated",NA,"no",NA,"DIFFERENT STATE",NA,NA,NA,"IND,NEAR DEM","SELF-EMPLOYED",NA,"yes","yes",NA,NA,"foreign",NA,"YES, IN RELATIONSHIP","BIG-CITY SUBURB","HEAD OF HOUSEHOLD","male",NA,NA,"Voted","no",NA,"no","no","no",NA,NA,"private",NA
